cveId,assignerShortName,dateReserved,datePublished,dateUpdated,"version",baseSeverity,baseScore,vectorString
2023-41350,twcert,2023-08-29T00:11:47.812Z,2023-11-03T04:44:04.122Z,2023-11-03T04:44:04.122Z,G040WQR201207,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
2023-41351,twcert,2023-08-29T00:11:47.812Z,2023-11-03T05:41:26.852Z,2023-11-03T05:41:26.852Z,G040WQR201207,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-41352,twcert,2023-08-29T00:11:47.813Z,2023-11-03T05:44:39.924Z,2023-11-03T05:44:39.924Z,G040WQR201207,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
2023-41353,twcert,2023-08-29T00:14:47.635Z,2023-11-03T05:48:22.031Z,2023-11-03T05:48:22.031Z,G040WQR201207,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-41354,twcert,2023-08-29T00:14:47.636Z,2023-11-03T05:52:33.724Z,2023-11-03T05:52:33.724Z,G040WQR201207,MEDIUM,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N
2023-41355,twcert,2023-08-29T00:14:47.636Z,2023-11-03T05:55:07.221Z,2023-11-03T05:55:07.221Z,G040WQR201207,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-41356,twcert,2023-08-29T00:14:47.636Z,2023-11-03T06:18:37.853Z,2023-11-03T06:18:37.853Z,V1.4,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N
2023-41357,twcert,2023-08-29T00:14:47.636Z,2023-11-03T06:09:18.072Z,2023-11-03T06:09:18.072Z,6.1,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-41358,mitre,2023-08-29T00:00:00,2023-08-29T00:00:00,2023-11-15T05:07:00.388715,n/a,,,
2023-41359,mitre,2023-08-29T00:00:00,2023-08-29T00:00:00,2023-11-15T05:07:07.139574,n/a,,,
2023-4136,crafter,2023-08-03T13:08:38.129Z,2023-08-03T13:33:10.409Z,2023-08-03T13:33:10.409Z,4.0.0,HIGH,7.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N
2023-41360,mitre,2023-08-29T00:00:00,2023-08-29T00:00:00,2023-11-15T05:07:03.956892,n/a,,,
2023-41361,mitre,2023-08-29T00:00:00,2023-08-29T00:00:00,2023-09-19T21:06:35.409649,n/a,,,
2023-41362,mitre,2023-08-29T00:00:00,2023-08-29T00:00:00,2023-09-11T14:36:20.658652,n/a,,,
2023-41363,mitre,2023-08-29T00:00:00,2023-08-29T00:00:00,2023-08-29T04:31:53.478876,n/a,,,
2023-41364,mitre,2023-08-29T00:00:00,2023-09-01T00:00:00,2023-09-01T09:36:22.621869,n/a,,,
2023-41365,sap,2023-08-29T05:27:56.300Z,2023-10-10T01:35:57.645Z,2023-10-10T01:35:57.645Z,10.0,MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N
2023-41366,sap,2023-08-29T05:27:56.300Z,2023-11-14T01:01:07.759Z,2023-11-14T01:01:07.759Z,KERNEL,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N
2023-41367,sap,2023-08-29T05:27:56.301Z,2023-09-12T01:59:55.915Z,2023-09-12T01:59:55.915Z,7.50,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N
2023-41368,sap,2023-08-29T05:27:56.301Z,2023-09-12T01:59:39.205Z,2023-09-12T01:59:39.205Z,102,LOW,2.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:N
2023-41369,sap,2023-08-29T05:27:56.301Z,2023-09-12T01:59:03.570Z,2023-09-12T01:59:03.570Z,100,LOW,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:N/A:L
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41372,bosch,2023-10-18T09:35:22.507Z,2023-10-25T14:13:34.827Z,2023-10-25T14:13:34.827Z,all,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-41373,f5,2023-10-05T19:17:25.700Z,2023-10-10T12:33:42.106Z,2023-10-10T12:33:42.106Z,17.1.0,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-41374,jpcert,2023-08-29T07:40:00.504Z,2023-09-20T08:49:30.632Z,2023-09-20T08:49:30.632Z,Version,,,
2023-41375,jpcert,2023-08-29T07:40:00.504Z,2023-09-20T08:49:10.486Z,2023-09-20T08:49:10.486Z,Version,,,
2023-41376,mitre,2023-08-29T00:00:00,2023-08-29T00:00:00,2023-08-29T15:55:07.855280,n/a,,,
2023-41377,Tigera,2023-08-29T00:00:00,,2023-11-01T14:01:55.734057,,,,
2023-41378,Tigera,2023-08-29T17:03:16.306Z,2023-11-06T15:00:53.249Z,2023-11-06T15:00:53.249Z,v3.26.0,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H
,,,,,,,,
2023-4138,@huntrdev,2023-08-03T13:41:37.464Z,2023-08-03T13:41:50.659Z,2023-08-03T13:41:50.659Z,unspecified,MEDIUM,4.2,CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41387,mitre,2023-08-30T00:00:00,2023-09-19T00:00:00,2023-09-19T08:30:39.550497,n/a,,,
,,,,,,,,
,,,,,,,,
2023-4139,Wordfence,2023-08-03T13:53:20.933Z,2023-08-04T02:04:27.318Z,2023-08-04T02:04:27.318Z,*,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4140,Wordfence,2023-08-03T13:54:51.216Z,2023-08-04T02:04:24.655Z,2023-08-04T02:04:24.655Z,*,MEDIUM,6.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4141,Wordfence,2023-08-03T13:56:01.271Z,2023-08-04T02:04:28.826Z,2023-08-04T02:04:28.826Z,*,HIGH,8,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41419,mitre,2023-08-30T00:00:00,2023-09-25T00:00:00,2023-10-16T23:28:19.734233,n/a,,,
2023-4142,Wordfence,2023-08-03T13:56:38.062Z,2023-08-04T02:04:30.714Z,2023-08-04T02:04:30.714Z,*,HIGH,8,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41423,mitre,2023-08-30T00:00:00,2023-09-12T00:00:00,2023-09-12T21:21:46.369269,n/a,,,
,,,,,,,,
2023-41425,mitre,2023-08-30T00:00:00,2023-11-07T00:00:00,2023-11-07T15:25:17.212597,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41436,mitre,2023-08-30T00:00:00,2023-09-15T00:00:00,2023-09-15T23:54:57.958282,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41442,mitre,2023-08-30T00:00:00,2023-11-15T00:00:00,2023-11-15T21:49:57.557732,n/a,,,
2023-41443,mitre,2023-08-30T00:00:00,2023-09-18T00:00:00,2023-09-18T21:28:08.304646,n/a,,,
2023-41444,mitre,2023-08-30T00:00:00,2023-09-28T00:00:00,2023-09-28T02:46:53.923527,n/a,,,
2023-41445,mitre,2023-08-30T00:00:00,2023-09-27T00:00:00,2023-09-27T22:10:57.881475,n/a,,,
2023-41446,mitre,2023-08-30T00:00:00,2023-09-28T00:00:00,2023-09-28T02:50:10.462353,n/a,,,
2023-41447,mitre,2023-08-30T00:00:00,2023-09-28T00:00:00,2023-09-28T02:47:53.439048,n/a,,,
2023-41448,mitre,2023-08-30T00:00:00,2023-09-27T00:00:00,2023-09-27T22:50:02.751304,n/a,,,
2023-41449,mitre,2023-08-30T00:00:00,2023-09-27T00:00:00,2023-09-27T22:20:05.864337,n/a,,,
2023-4145,@huntrdev,2023-08-03T16:03:58.165Z,2023-08-03T16:04:11.248Z,2023-08-03T16:04:11.248Z,unspecified,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L
2023-41450,mitre,2023-08-30T00:00:00,2023-09-28T00:00:00,2023-09-28T02:45:27.938076,n/a,,,
2023-41451,mitre,2023-08-30T00:00:00,2023-09-27T00:00:00,2023-09-27T22:05:53.355933,n/a,,,
2023-41452,mitre,2023-08-30T00:00:00,2023-09-27T00:00:00,2023-09-27T22:16:41.311481,n/a,,,
2023-41453,mitre,2023-08-30T00:00:00,2023-09-27T00:00:00,2023-09-27T22:24:18.463051,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4147,redhat,2023-08-03T20:23:06.353Z,2023-08-07T13:19:43.593Z,2024-01-23T01:33:15.549Z,3.1,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41474,mitre,2023-08-30T00:00:00,2024-01-25T00:00:00,2024-01-25T19:47:06.531412,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4148,WPScan,2023-08-04T02:41:35.438Z,2023-09-25T15:56:54.696Z,2023-09-25T15:56:54.696Z,0,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41484,mitre,2023-08-30T00:00:00,2023-09-20T00:00:00,2023-09-20T19:04:07.860774,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4149,CERTVDE,2023-08-04T08:15:12.564Z,2023-11-21T07:00:25.240Z,2023-11-21T07:00:25.240Z,0,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4150,WPScan,2023-08-04T08:24:06.828Z,2023-08-30T14:22:04.733Z,2023-08-30T14:22:04.733Z,0,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41503,mitre,2023-08-30T00:00:00,2024-03-07T00:00:00,2024-03-07T08:55:53.343004,n/a,,,
2023-41504,mitre,2023-08-30T00:00:00,2024-03-13T00:00:00,2024-03-13T20:34:34.580783,n/a,,,
2023-41505,mitre,2023-08-30T00:00:00,2024-03-13T00:00:00,2024-03-13T20:38:33.830328,n/a,,,
2023-41506,mitre,2023-08-30T00:00:00,2024-02-27T00:00:00,2024-02-27T01:20:21.645482,n/a,,,
2023-41507,mitre,2023-08-30T00:00:00,2023-09-05T00:00:00,2023-09-05T21:18:21.697053,n/a,,,
2023-41508,mitre,2023-08-30T00:00:00,2023-09-05T00:00:00,2023-09-05T20:49:43.379452,n/a,,,
,,,,,,,,
2023-4151,WPScan,2023-08-04T08:57:41.392Z,2023-09-04T11:26:58.445Z,2023-09-04T23:14:24.348Z,0,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4152,CERTVDE,2023-08-04T09:57:19.862Z,2023-09-21T06:18:21.444Z,2023-09-21T06:18:21.444Z,0,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4153,Wordfence,2023-08-04T13:17:04.228Z,2023-09-13T02:54:12.332Z,2023-09-13T02:54:12.332Z,*,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41537,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T13:14:56.947438,n/a,,,
2023-41538,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T13:21:16.916060,n/a,,,
2023-41539,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T13:13:00.561499,n/a,,,
2023-4154,redhat,2023-08-04T13:22:07.200Z,2023-11-07T19:14:28.305Z,2024-01-23T01:33:49.736Z,3.1,HIGH,7.5,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H
,,,,,,,,
,,,,,,,,
2023-41542,mitre,2023-08-30T00:00:00,2023-12-30T00:00:00,2023-12-30T01:55:20.160838,n/a,,,
2023-41543,mitre,2023-08-30T00:00:00,2023-12-30T00:00:00,2023-12-30T01:46:09.652850,n/a,,,
2023-41544,mitre,2023-08-30T00:00:00,2023-12-30T00:00:00,2023-12-30T03:42:49.538736,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4155,redhat,2023-08-04T14:48:29.732Z,2023-09-13T16:11:39.213Z,2023-09-13T16:11:39.213Z,3.1,MEDIUM,5.3,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:N/I:N/A:H
,,,,,,,,
,,,,,,,,
2023-41552,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:28:31.907320,n/a,,,
2023-41553,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:31:36.490197,n/a,,,
2023-41554,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:33:40.068235,n/a,,,
2023-41555,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:27:06.027581,n/a,,,
2023-41556,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:25:24.881206,n/a,,,
2023-41557,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:23:38.395267,n/a,,,
2023-41558,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:21:30.792655,n/a,,,
2023-41559,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:19:49.860110,n/a,,,
2023-4156,redhat,2023-08-04T14:59:50.617Z,2023-09-25T17:20:19.377Z,2023-09-25T17:20:19.377Z,3.1,MEDIUM,4.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:L
2023-41560,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:34:58.440964,n/a,,,
2023-41561,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:37:22.259883,n/a,,,
2023-41562,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:17:16.245089,n/a,,,
2023-41563,mitre,2023-08-30T00:00:00,2023-08-30T00:00:00,2023-08-30T12:38:53.547135,n/a,,,
2023-41564,mitre,2023-08-30T00:00:00,2023-09-08T00:00:00,2023-09-08T22:11:02.185871,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-4157,@huntrdev,2023-08-04T17:15:16.050Z,2023-08-04T17:15:29.215Z,2023-10-23T12:09:37.610Z,unspecified,MEDIUM,5.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:L/A:N
2023-41570,mitre,2023-08-30T00:00:00,2023-11-14T00:00:00,2023-11-14T22:16:21.940637,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41575,mitre,2023-08-30T00:00:00,2023-09-08T00:00:00,2023-09-08T18:43:16.015963,n/a,,,
,,,,,,,,
,,,,,,,,
2023-41578,mitre,2023-08-30T00:00:00,2023-09-08T00:00:00,2023-09-08T18:26:13.091923,n/a,,,
,,,,,,,,
2023-4158,@huntrdev,2023-08-04T17:16:36.982Z,2023-08-04T17:16:44.572Z,2023-08-04T17:16:44.572Z,unspecified,MEDIUM,6.4,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:L
2023-41580,mitre,2023-08-30T00:00:00,2023-10-02T00:00:00,2023-10-02T12:44:18.461673,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41588,mitre,2023-08-30T00:00:00,2023-09-14T00:00:00,2023-09-14T19:33:44.753441,n/a,,,
,,,,,,,,
2023-4159,@huntrdev,2023-08-04T17:17:17.765Z,2023-08-04T17:17:21.972Z,2023-08-04T17:17:21.972Z,unspecified,CRITICAL,9.9,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
,,,,,,,,
,,,,,,,,
2023-41592,mitre,2023-08-30T00:00:00,2023-09-14T00:00:00,2023-09-14T22:02:04.846404,n/a,,,
2023-41593,mitre,2023-08-30T00:00:00,2023-09-11T00:00:00,2023-09-11T17:24:14.057400,n/a,,,
2023-41594,mitre,2023-08-30T00:00:00,2023-09-08T00:00:00,2023-09-08T02:33:51.954962,n/a,,,
2023-41595,mitre,2023-08-30T00:00:00,2023-09-18T00:00:00,2023-09-18T15:17:00.289492,n/a,,,
,,,,,,,,
2023-41597,mitre,2023-08-30T00:00:00,2023-11-15T00:00:00,2023-11-15T05:54:21.551249,n/a,,,
,,,,,,,,
2023-41599,mitre,2023-08-30T00:00:00,2023-09-19T00:00:00,2023-09-19T01:15:50.246782,n/a,,,
2023-4160,Wordfence,2023-08-04T18:15:48.116Z,2023-08-31T05:33:09.925Z,2023-08-31T05:33:09.925Z,*,MEDIUM,4.4,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N
,,,,,,,,
2023-41601,mitre,2023-08-30T00:00:00,2023-09-06T00:00:00,2023-09-06T19:46:42.913671,n/a,,,
,,,,,,,,
2023-41603,mitre,2023-08-30T00:00:00,2024-01-10T00:00:00,2024-01-10T08:08:08.117947,n/a,,,
,,,,,,,,
2023-41605,mitre,2023-08-30T00:00:00,,2023-10-30T13:33:11.439882,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41609,mitre,2023-08-30T00:00:00,2023-09-11T00:00:00,2023-09-11T17:54:45.306226,n/a,,,
2023-4161,Wordfence,2023-08-04T18:18:23.594Z,2023-08-31T05:33:06.237Z,2023-08-31T05:33:06.237Z,*,MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41613,mitre,2023-08-30T00:00:00,2023-12-04T00:00:00,2023-12-04T13:31:25.276032,n/a,,,
2023-41614,mitre,2023-08-30T00:00:00,2023-09-21T00:00:00,2023-09-21T22:28:14.342196,n/a,,,
2023-41615,mitre,2023-08-30T00:00:00,2023-09-08T00:00:00,2023-09-08T02:37:24.506626,n/a,,,
2023-41616,mitre,2023-08-30T00:00:00,2023-09-21T00:00:00,2023-09-21T22:47:31.287200,n/a,,,
,,,,,,,,
2023-41618,mitre,2023-08-30T00:00:00,2023-12-13T00:00:00,2023-12-13T23:14:23.897796,n/a,,,
2023-41619,mitre,2023-08-30T00:00:00,2024-01-16T00:00:00,2024-01-16T01:05:45.159892,n/a,,,
2023-4162,brocade,2023-08-04T18:20:32.891Z,2023-08-31T00:14:15.612Z,2023-08-31T00:14:15.612Z,Brocade,MEDIUM,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H
,,,,,,,,
2023-41621,mitre,2023-08-30T00:00:00,2023-12-13T00:00:00,2023-12-13T22:36:12.541864,n/a,,,
,,,,,,,,
2023-41623,mitre,2023-08-30T00:00:00,2023-12-12T00:00:00,2023-12-12T08:56:38.527471,n/a,,,
,,,,,,,,
,,,,,,,,
2023-41626,mitre,2023-08-30T00:00:00,2023-09-15T00:00:00,2023-09-15T22:52:45.939728,n/a,,,
2023-41627,mitre,2023-08-30T00:00:00,2023-09-01T00:00:00,2023-12-14T07:44:52.685581,n/a,,,
2023-41628,mitre,2023-08-30T00:00:00,2023-09-01T00:00:00,2023-09-01T16:45:56.479099,n/a,,,
2023-41629,mitre,2023-08-30T00:00:00,2023-10-17T00:00:00,2023-10-17T21:57:09.412009,n/a,,,
2023-4163,brocade,2023-08-04T18:24:36.610Z,2023-08-31T00:04:39.287Z,2023-08-31T00:04:39.287Z,Fabric,MEDIUM,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H
2023-41630,mitre,2023-08-30T00:00:00,2023-10-17T00:00:00,2023-10-17T21:58:58.528861,n/a,,,
2023-41631,mitre,2023-08-30T00:00:00,2023-10-17T00:00:00,2023-10-17T22:00:30.100355,n/a,,,
,,,,,,,,
2023-41633,mitre,2023-08-30T00:00:00,2023-09-01T00:00:00,2023-09-01T18:27:28.233900,n/a,,,
,,,,,,,,
2023-41635,mitre,2023-08-30T00:00:00,2023-08-31T00:00:00,2023-09-11T21:17:16.140994,n/a,,,
2023-41636,mitre,2023-08-30T00:00:00,2023-08-31T00:00:00,2023-09-06T22:01:17.989703,n/a,,,
2023-41637,mitre,2023-08-30T00:00:00,2023-08-31T00:00:00,2023-09-06T22:20:42.511240,n/a,,,
2023-41638,mitre,2023-08-30T00:00:00,2023-08-31T00:00:00,2023-09-06T22:29:39.952300,n/a,,,
,,,,,,,,
2023-4164,Google_Devices,2023-08-04T20:20:39.581Z,2024-01-02T21:20:15.891Z,2024-01-02T21:20:15.891Z,v10,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-41640,mitre,2023-08-30T00:00:00,2023-08-31T00:00:00,2023-09-11T21:24:15.943242,n/a,,,
,,,,,,,,
2023-41642,mitre,2023-08-30T00:00:00,2023-08-31T00:00:00,2023-09-06T21:52:38.306856,n/a,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2023-41646,mitre,2023-08-30T00:00:00,2023-09-07T00:00:00,2023-09-07T21:35:08.591501,n/a,,,
,,,,,,,,
2023-41648,Patchstack,2023-08-30T13:02:20.618Z,2023-12-19T19:51:40.648Z,2023-12-19T19:51:40.648Z,n/a,MEDIUM,4.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:N/A:N
,,,,,,,,
2023-4165,VulDB,2023-08-04T20:58:13.442Z,2023-08-05T13:31:03.946Z,2023-10-24T08:16:07.606Z,n/a,MEDIUM,5.5,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-41650,Patchstack,2023-08-30T13:02:20.618Z,2023-10-06T14:33:20.379Z,2023-10-06T14:33:20.379Z,n/a,MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N
,,,,,,,,
2023-41652,Patchstack,2023-08-30T13:02:20.619Z,2023-11-03T11:06:26.432Z,2023-11-03T11:06:26.432Z,n/a,,,
2023-41653,Patchstack,2023-08-30T13:02:20.619Z,2023-09-27T12:38:59.268Z,2023-09-27T12:38:59.268Z,n/a,HIGH,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L
2023-41654,Patchstack,2023-08-30T13:02:20.619Z,2023-10-06T14:36:19.318Z,2023-10-06T14:36:19.318Z,n/a,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L
2023-41655,Patchstack,2023-08-30T13:02:20.619Z,2023-09-29T13:24:57.407Z,2023-09-29T13:24:57.407Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
,,,,,,,,
2023-41657,Patchstack,2023-08-30T13:02:20.620Z,2023-09-29T13:29:16.030Z,2023-09-29T13:29:16.030Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
2023-41658,Patchstack,2023-08-30T13:02:41.614Z,2023-09-29T13:33:01.861Z,2023-09-29T13:33:01.861Z,n/a,HIGH,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L
2023-41659,Patchstack,2023-08-30T13:02:41.615Z,2023-10-06T14:40:58.218Z,2023-10-06T14:40:58.218Z,n/a,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L
2023-4166,VulDB,2023-08-04T21:01:19.877Z,2023-08-05T15:31:04.037Z,2024-02-13T07:40:22.752Z,n/a,MEDIUM,5.5,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-41660,Patchstack,2023-08-30T13:02:41.615Z,2023-10-09T13:51:35.408Z,2023-10-09T13:51:35.408Z,n/a,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N
2023-41661,Patchstack,2023-08-30T13:02:41.615Z,2023-09-29T13:36:29.118Z,2023-09-29T13:36:29.118Z,n/a,MEDIUM,5.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L
2023-41662,Patchstack,2023-08-30T13:02:41.615Z,2023-09-29T13:39:29.119Z,2023-09-29T13:39:29.119Z,n/a,HIGH,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L
2023-41663,Patchstack,2023-08-30T13:02:41.615Z,2023-09-29T13:43:35.721Z,2023-09-29T13:43:35.721Z,n/a,HIGH,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L
,,,,,,,,
,,,,,,,,
2023-41666,Patchstack,2023-08-30T13:02:41.615Z,2023-09-29T13:48:20.417Z,2023-09-29T13:48:20.417Z,n/a,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L
